Cycle,Body,x,y,vx,vy
3733,1,1.418951,1.418951,0.302406,0.302406
3733,2,5.288409,5.288409,0.137172,0.137172
3733,3,-1.707360,-1.707360,-0.439578,-0.439578
3734,1,1.434071,1.434071,0.302406,0.302406
3734,2,5.295268,5.295268,0.137172,0.137172
3734,3,-1.729339,-1.729339,-0.439578,-0.439578
3735,1,1.449191,1.449191,0.302406,0.302406
3735,2,5.302126,5.302126,0.137171,0.137171
3735,3,-1.751318,-1.751318,-0.439578,-0.439578
3736,1,1.464311,1.464311,0.302406,0.302406
3736,2,5.308985,5.308985,0.137171,0.137171
3736,3,-1.773296,-1.773296,-0.439578,-0.439578
3737,1,1.479432,1.479432,0.302406,0.302406
3737,2,5.315844,5.315844,0.137171,0.137171
3737,3,-1.795275,-1.795275,-0.439578,-0.439578
3738,1,1.494552,1.494552,0.302406,0.302406
3738,2,5.322702,5.322702,0.137171,0.137171
3738,3,-1.817254,-1.817254,-0.439577,-0.439577
3739,1,1.509672,1.509672,0.302406,0.302406
3739,2,5.329561,5.329561,0.137171,0.137171
3739,3,-1.839233,-1.839233,-0.439577,-0.439577
3740,1,1.524793,1.524793,0.302406,0.302406
3740,2,5.336419,5.336419,0.137171,0.137171
3740,3,-1.861212,-1.861212,-0.439577,-0.439577
3741,1,1.539913,1.539913,0.302406,0.302406
3741,2,5.343278,5.343278,0.137171,0.137171
3741,3,-1.883191,-1.883191,-0.439577,-0.439577
3742,1,1.555033,1.555033,0.302406,0.302406
3742,2,5.350136,5.350136,0.137171,0.137171
3742,3,-1.905170,-1.905170,-0.439577,-0.439577
3743,1,1.570154,1.570154,0.302406,0.302406
3743,2,5.356995,5.356995,0.137171,0.137171
3743,3,-1.927149,-1.927149,-0.439577,-0.439577
3744,1,1.585274,1.585274,0.302406,0.302406
3744,2,5.363853,5.363853,0.137171,0.137171
3744,3,-1.949127,-1.949127,-0.439577,-0.439577
3745,1,1.600394,1.600394,0.302406,0.302406
3745,2,5.370712,5.370712,0.137170,0.137170
3745,3,-1.971106,-1.971106,-0.439577,-0.439577
3746,1,1.615515,1.615515,0.302406,0.302406
3746,2,5.377570,5.377570,0.137170,0.137170
3746,3,-1.993085,-1.993085,-0.439576,-0.439576
3747,1,1.630635,1.630635,0.302406,0.302406
3747,2,5.384429,5.384429,0.137170,0.137170
3747,3,-2.015064,-2.015064,-0.439576,-0.439576
3748,1,1.645755,1.645755,0.302406,0.302406
3748,2,5.391287,5.391287,0.137170,0.137170
3748,3,-2.037043,-2.037043,-0.439576,-0.439576
3749,1,1.660875,1.660875,0.302406,0.302406
3749,2,5.398146,5.398146,0.137170,0.137170
3749,3,-2.059021,-2.059021,-0.439576,-0.439576
3750,1,1.675996,1.675996,0.302406,0.302406
3750,2,5.405004,5.405004,0.137170,0.137170
3750,3,-2.081000,-2.081000,-0.439576,-0.439576
3751,1,1.691116,1.691116,0.302406,0.302406
3751,2,5.411863,5.411863,0.137170,0.137170
3751,3,-2.102979,-2.102979,-0.439576,-0.439576
3752,1,1.706236,1.706236,0.302406,0.302406
3752,2,5.418721,5.418721,0.137170,0.137170
3752,3,-2.124958,-2.124958,-0.439576,-0.439576
3753,1,1.721357,1.721357,0.302406,0.302406
3753,2,5.425580,5.425580,0.137170,0.137170
3753,3,-2.146937,-2.146937,-0.439576,-0.439576
3754,1,1.736477,1.736477,0.302406,0.302406
3754,2,5.432438,5.432438,0.137169,0.137169
3754,3,-2.168915,-2.168915,-0.439576,-0.439576
3755,1,1.751597,1.751597,0.302406,0.302406
3755,2,5.439297,5.439297,0.137169,0.137169
3755,3,-2.190894,-2.190894,-0.439575,-0.439575
3756,1,1.766718,1.766718,0.302406,0.302406
3756,2,5.446155,5.446155,0.137169,0.137169
3756,3,-2.212873,-2.212873,-0.439575,-0.439575
3757,1,1.781838,1.781838,0.302406,0.302406
3757,2,5.453014,5.453014,0.137169,0.137169
3757,3,-2.234852,-2.234852,-0.439575,-0.439575
3758,1,1.796958,1.796958,0.302406,0.302406
3758,2,5.459872,5.459872,0.137169,0.137169
3758,3,-2.256830,-2.256830,-0.439575,-0.439575
3759,1,1.812079,1.812079,0.302406,0.302406
3759,2,5.466731,5.466731,0.137169,0.137169
3759,3,-2.278809,-2.278809,-0.439575,-0.439575
3760,1,1.827199,1.827199,0.302406,0.302406
3760,2,5.473589,5.473589,0.137169,0.137169
3760,3,-2.300788,-2.300788,-0.439575,-0.439575
3761,1,1.842319,1.842319,0.302406,0.302406
3761,2,5.480448,5.480448,0.137169,0.137169
3761,3,-2.322767,-2.322767,-0.439575,-0.439575
3762,1,1.857439,1.857439,0.302406,0.302406
3762,2,5.487306,5.487306,0.137169,0.137169
3762,3,-2.344745,-2.344745,-0.439575,-0.439575
3763,1,1.872560,1.872560,0.302406,0.302406
3763,2,5.494164,5.494164,0.137169,0.137169
3763,3,-2.366724,-2.366724,-0.439575,-0.439575
3764,1,1.887680,1.887680,0.302406,0.302406
3764,2,5.501023,5.501023,0.137168,0.137168
3764,3,-2.388703,-2.388703,-0.439575,-0.439575
3765,1,1.902800,1.902800,0.302406,0.302406
3765,2,5.507881,5.507881,0.137168,0.137168
3765,3,-2.410682,-2.410682,-0.439575,-0.439575
3766,1,1.917921,1.917921,0.302406,0.302406
3766,2,5.514740,5.514740,0.137168,0.137168
3766,3,-2.432660,-2.432660,-0.439574,-0.439574
3767,1,1.933041,1.933041,0.302406,0.302406
3767,2,5.521598,5.521598,0.137168,0.137168
3767,3,-2.454639,-2.454639,-0.439574,-0.439574
3768,1,1.948161,1.948161,0.302406,0.302406
3768,2,5.528457,5.528457,0.137168,0.137168
3768,3,-2.476618,-2.476618,-0.439574,-0.439574
3769,1,1.963282,1.963282,0.302406,0.302406
3769,2,5.535315,5.535315,0.137168,0.137168
3769,3,-2.498597,-2.498597,-0.439574,-0.439574
3770,1,1.978402,1.978402,0.302406,0.302406
3770,2,5.542173,5.542173,0.137168,0.137168
3770,3,-2.520575,-2.520575,-0.439574,-0.439574
3771,1,1.993522,1.993522,0.302406,0.302406
3771,2,5.549032,5.549032,0.137168,0.137168
3771,3,-2.542554,-2.542554,-0.439574,-0.439574
3772,1,2.008643,2.008643,0.302406,0.302406
3772,2,5.555890,5.555890,0.137168,0.137168
3772,3,-2.564533,-2.564533,-0.439574,-0.439574
3773,1,2.023763,2.023763,0.302407,0.302407
3773,2,5.562748,5.562748,0.137167,0.137167
3773,3,-2.586511,-2.586511,-0.439574,-0.439574
3774,1,2.038883,2.038883,0.302407,0.302407
3774,2,5.569607,5.569607,0.137167,0.137167
3774,3,-2.608490,-2.608490,-0.439574,-0.439574
3775,1,2.054004,2.054004,0.302407,0.302407
3775,2,5.576465,5.576465,0.137167,0.137167
3775,3,-2.630469,-2.630469,-0.439574,-0.439574
3776,1,2.069124,2.069124,0.302407,0.302407
3776,2,5.583324,5.583324,0.137167,0.137167
3776,3,-2.652447,-2.652447,-0.439574,-0.439574
3777,1,2.084244,2.084244,0.302407,0.302407
3777,2,5.590182,5.590182,0.137167,0.137167
3777,3,-2.674426,-2.674426,-0.439574,-0.439574
3778,1,2.099365,2.099365,0.302407,0.302407
3778,2,5.597040,5.597040,0.137167,0.137167
3778,3,-2.696405,-2.696405,-0.439574,-0.439574
3779,1,2.114485,2.114485,0.302407,0.302407
3779,2,5.603899,5.603899,0.137167,0.137167
3779,3,-2.718384,-2.718384,-0.439573,-0.439573
3780,1,2.129605,2.129605,0.302407,0.302407
3780,2,5.610757,5.610757,0.137167,0.137167
3780,3,-2.740362,-2.740362,-0.439573,-0.439573
3781,1,2.144726,2.144726,0.302407,0.302407
3781,2,5.617615,5.617615,0.137166,0.137166
3781,3,-2.762341,-2.762341,-0.439573,-0.439573
3782,1,2.159846,2.159846,0.302407,0.302407
3782,2,5.624474,5.624474,0.137166,0.137166
3782,3,-2.784320,-2.784320,-0.439573,-0.439573
3783,1,2.174966,2.174966,0.302407,0.302407
3783,2,5.631332,5.631332,0.137166,0.137166
3783,3,-2.806298,-2.806298,-0.439573,-0.439573
3784,1,2.190087,2.190087,0.302407,0.302407
3784,2,5.638190,5.638190,0.137166,0.137166
3784,3,-2.828277,-2.828277,-0.439573,-0.439573
3785,1,2.205207,2.205207,0.302407,0.302407
3785,2,5.645049,5.645049,0.137166,0.137166
3785,3,-2.850256,-2.850256,-0.439573,-0.439573
3786,1,2.220327,2.220327,0.302407,0.302407
3786,2,5.651907,5.651907,0.137166,0.137166
3786,3,-2.872234,-2.872234,-0.439573,-0.439573
3787,1,2.235448,2.235448,0.302407,0.302407
3787,2,5.658765,5.658765,0.137166,0.137166
3787,3,-2.894213,-2.894213,-0.439573,-0.439573
3788,1,2.250568,2.250568,0.302407,0.302407
3788,2,5.665623,5.665623,0.137166,0.137166
3788,3,-2.916191,-2.916191,-0.439573,-0.439573
3789,1,2.265688,2.265688,0.302407,0.302407
3789,2,5.672482,5.672482,0.137166,0.137166
3789,3,-2.938170,-2.938170,-0.439573,-0.439573
3790,1,2.280809,2.280809,0.302407,0.302407
3790,2,5.679340,5.679340,0.137165,0.137165
3790,3,-2.960149,-2.960149,-0.439573,-0.439573
3791,1,2.295929,2.295929,0.302407,0.302407
3791,2,5.686198,5.686198,0.137165,0.137165
3791,3,-2.982127,-2.982127,-0.439573,-0.439573
3792,1,2.311050,2.311050,0.302407,0.302407
3792,2,5.693057,5.693057,0.137165,0.137165
3792,3,-3.004106,-3.004106,-0.439573,-0.439573
3793,1,2.326170,2.326170,0.302408,0.302408
3793,2,5.699915,5.699915,0.137165,0.137165
3793,3,-3.026085,-3.026085,-0.439573,-0.439573
3794,1,2.341290,2.341290,0.302408,0.302408
3794,2,5.706773,5.706773,0.137165,0.137165
3794,3,-3.048063,-3.048063,-0.439573,-0.439573
3795,1,2.356411,2.356411,0.302408,0.302408
3795,2,5.713631,5.713631,0.137165,0.137165
3795,3,-3.070042,-3.070042,-0.439573,-0.439573
3796,1,2.371531,2.371531,0.302408,0.302408
3796,2,5.720490,5.720490,0.137165,0.137165
3796,3,-3.092021,-3.092021,-0.439572,-0.439572
3797,1,2.386651,2.386651,0.302408,0.302408
3797,2,5.727348,5.727348,0.137165,0.137165
3797,3,-3.113999,-3.113999,-0.439572,-0.439572
3798,1,2.401772,2.401772,0.302408,0.302408
3798,2,5.734206,5.734206,0.137164,0.137164
3798,3,-3.135978,-3.135978,-0.439572,-0.439572
3799,1,2.416892,2.416892,0.302408,0.302408
3799,2,5.741064,5.741064,0.137164,0.137164
3799,3,-3.157956,-3.157956,-0.439572,-0.439572
3800,1,2.432013,2.432013,0.302408,0.302408
3800,2,5.747922,5.747922,0.137164,0.137164
3800,3,-3.179935,-3.179935,-0.439572,-0.439572
3801,1,2.447133,2.447133,0.302408,0.302408
3801,2,5.754781,5.754781,0.137164,0.137164
3801,3,-3.201914,-3.201914,-0.439572,-0.439572
3802,1,2.462253,2.462253,0.302408,0.302408
3802,2,5.761639,5.761639,0.137164,0.137164
3802,3,-3.223892,-3.223892,-0.439572,-0.439572
3803,1,2.477374,2.477374,0.302408,0.302408
3803,2,5.768497,5.768497,0.137164,0.137164
3803,3,-3.245871,-3.245871,-0.439572,-0.439572
3804,1,2.492494,2.492494,0.302408,0.302408
3804,2,5.775355,5.775355,0.137164,0.137164
3804,3,-3.267849,-3.267849,-0.439572,-0.439572
3805,1,2.507615,2.507615,0.302408,0.302408
3805,2,5.782213,5.782213,0.137164,0.137164
3805,3,-3.289828,-3.289828,-0.439572,-0.439572
3806,1,2.522735,2.522735,0.302408,0.302408
3806,2,5.789072,5.789072,0.137164,0.137164
3806,3,-3.311807,-3.311807,-0.439572,-0.439572
3807,1,2.537855,2.537855,0.302409,0.302409
3807,2,5.795930,5.795930,0.137163,0.137163
3807,3,-3.333785,-3.333785,-0.439572,-0.439572
3808,1,2.552976,2.552976,0.302409,0.302409
3808,2,5.802788,5.802788,0.137163,0.137163
3808,3,-3.355764,-3.355764,-0.439572,-0.439572
3809,1,2.568096,2.568096,0.302409,0.302409
3809,2,5.809646,5.809646,0.137163,0.137163
3809,3,-3.377742,-3.377742,-0.439572,-0.439572
3810,1,2.583217,2.583217,0.302409,0.302409
3810,2,5.816504,5.816504,0.137163,0.137163
3810,3,-3.399721,-3.399721,-0.439572,-0.439572
3811,1,2.598337,2.598337,0.302409,0.302409
3811,2,5.823362,5.823362,0.137163,0.137163
3811,3,-3.421700,-3.421700,-0.439572,-0.439572
3812,1,2.613458,2.613458,0.302409,0.302409
3812,2,5.830221,5.830221,0.137163,0.137163
3812,3,-3.443678,-3.443678,-0.439572,-0.439572
3813,1,2.628578,2.628578,0.302409,0.302409
3813,2,5.837079,5.837079,0.137163,0.137163
3813,3,-3.465657,-3.465657,-0.439572,-0.439572
3814,1,2.643699,2.643699,0.302409,0.302409
3814,2,5.843937,5.843937,0.137163,0.137163
3814,3,-3.487635,-3.487635,-0.439572,-0.439572
3815,1,2.658819,2.658819,0.302409,0.302409
3815,2,5.850795,5.850795,0.137162,0.137162
3815,3,-3.509614,-3.509614,-0.439572,-0.439572
3816,1,2.673939,2.673939,0.302409,0.302409
3816,2,5.857653,5.857653,0.137162,0.137162
3816,3,-3.531593,-3.531593,-0.439571,-0.439571
3817,1,2.689060,2.689060,0.302409,0.302409
3817,2,5.864511,5.864511,0.137162,0.137162
3817,3,-3.553571,-3.553571,-0.439571,-0.439571
3818,1,2.704180,2.704180,0.302409,0.302409
3818,2,5.871369,5.871369,0.137162,0.137162
3818,3,-3.575550,-3.575550,-0.439571,-0.439571
3819,1,2.719301,2.719301,0.302409,0.302409
3819,2,5.878227,5.878227,0.137162,0.137162
3819,3,-3.597528,-3.597528,-0.439571,-0.439571
3820,1,2.734421,2.734421,0.302410,0.302410
3820,2,5.885086,5.885086,0.137162,0.137162
3820,3,-3.619507,-3.619507,-0.439571,-0.439571
3821,1,2.749542,2.749542,0.302410,0.302410
3821,2,5.891944,5.891944,0.137162,0.137162
3821,3,-3.641485,-3.641485,-0.439571,-0.439571
3822,1,2.764662,2.764662,0.302410,0.302410
3822,2,5.898802,5.898802,0.137161,0.137161
3822,3,-3.663464,-3.663464,-0.439571,-0.439571
3823,1,2.779783,2.779783,0.302410,0.302410
3823,2,5.905660,5.905660,0.137161,0.137161
3823,3,-3.685443,-3.685443,-0.439571,-0.439571
3824,1,2.794903,2.794903,0.302410,0.302410
3824,2,5.912518,5.912518,0.137161,0.137161
3824,3,-3.707421,-3.707421,-0.439571,-0.439571
3825,1,2.810024,2.810024,0.302410,0.302410
3825,2,5.919376,5.919376,0.137161,0.137161
3825,3,-3.729400,-3.729400,-0.439571,-0.439571
3826,1,2.825144,2.825144,0.302410,0.302410
3826,2,5.926234,5.926234,0.137161,0.137161
3826,3,-3.751378,-3.751378,-0.439571,-0.439571
3827,1,2.840265,2.840265,0.302410,0.302410
3827,2,5.933092,5.933092,0.137161,0.137161
3827,3,-3.773357,-3.773357,-0.439571,-0.439571
3828,1,2.855385,2.855385,0.302410,0.302410
3828,2,5.939950,5.939950,0.137161,0.137161
3828,3,-3.795335,-3.795335,-0.439571,-0.439571
3829,1,2.870506,2.870506,0.302410,0.302410
3829,2,5.946808,5.946808,0.137161,0.137161
3829,3,-3.817314,-3.817314,-0.439571,-0.439571
3830,1,2.885626,2.885626,0.302411,0.302411
3830,2,5.953666,5.953666,0.137160,0.137160
3830,3,-3.839292,-3.839292,-0.439571,-0.439571
3831,1,2.900747,2.900747,0.302411,0.302411
3831,2,5.960524,5.960524,0.137160,0.137160
3831,3,-3.861271,-3.861271,-0.439571,-0.439571
3832,1,2.915867,2.915867,0.302411,0.302411
3832,2,5.967382,5.967382,0.137160,0.137160
3832,3,-3.883249,-3.883249,-0.439571,-0.439571
3833,1,2.930988,2.930988,0.302411,0.302411
3833,2,5.974240,5.974240,0.137160,0.137160
3833,3,-3.905228,-3.905228,-0.439571,-0.439571
3834,1,2.946108,2.946108,0.302411,0.302411
3834,2,5.981098,5.981098,0.137160,0.137160
3834,3,-3.927207,-3.927207,-0.439571,-0.439571
3835,1,2.961229,2.961229,0.302411,0.302411
3835,2,5.987956,5.987956,0.137160,0.137160
3835,3,-3.949185,-3.949185,-0.439571,-0.439571
3836,1,2.976350,2.976350,0.302411,0.302411
3836,2,5.994814,5.994814,0.137160,0.137160
3836,3,-3.971164,-3.971164,-0.439571,-0.439571
3837,1,2.991470,2.991470,0.302411,0.302411
3837,2,6.001672,6.001672,0.137159,0.137159
3837,3,-3.993142,-3.993142,-0.439571,-0.439571
3838,1,3.006591,3.006591,0.302411,0.302411
3838,2,6.008530,6.008530,0.137159,0.137159
3838,3,-4.015121,-4.015121,-0.439571,-0.439571
3839,1,3.021711,3.021711,0.302411,0.302411
3839,2,6.015388,6.015388,0.137159,0.137159
3839,3,-4.037099,-4.037099,-0.439571,-0.439571
3840,1,3.036832,3.036832,0.302412,0.302412
3840,2,6.022246,6.022246,0.137159,0.137159
3840,3,-4.059078,-4.059078,-0.439571,-0.439571
3841,1,3.051952,3.051952,0.302412,0.302412
3841,2,6.029104,6.029104,0.137159,0.137159
3841,3,-4.081056,-4.081056,-0.439570,-0.439570
3842,1,3.067073,3.067073,0.302412,0.302412
3842,2,6.035962,6.035962,0.137159,0.137159
3842,3,-4.103035,-4.103035,-0.439570,-0.439570
3843,1,3.082194,3.082194,0.302412,0.302412
3843,2,6.042820,6.042820,0.137159,0.137159
3843,3,-4.125013,-4.125013,-0.439570,-0.439570
3844,1,3.097314,3.097314,0.302412,0.302412
3844,2,6.049678,6.049678,0.137158,0.137158
3844,3,-4.146992,-4.146992,-0.439570,-0.439570
3845,1,3.112435,3.112435,0.302412,0.302412
3845,2,6.056536,6.056536,0.137158,0.137158
3845,3,-4.168970,-4.168970,-0.439570,-0.439570
3846,1,3.127555,3.127555,0.302412,0.302412
3846,2,6.063394,6.063394,0.137158,0.137158
3846,3,-4.190949,-4.190949,-0.439570,-0.439570
3847,1,3.142676,3.142676,0.302412,0.302412
3847,2,6.070251,6.070251,0.137158,0.137158
3847,3,-4.212927,-4.212927,-0.439570,-0.439570
3848,1,3.157797,3.157797,0.302412,0.302412
3848,2,6.077109,6.077109,0.137158,0.137158
3848,3,-4.234906,-4.234906,-0.439570,-0.439570
3849,1,3.172917,3.172917,0.302413,0.302413
3849,2,6.083967,6.083967,0.137158,0.137158
3849,3,-4.256884,-4.256884,-0.439570,-0.439570
3850,1,3.188038,3.188038,0.302413,0.302413
3850,2,6.090825,6.090825,0.137158,0.137158
3850,3,-4.278863,-4.278863,-0.439570,-0.439570
3851,1,3.203158,3.203158,0.302413,0.302413
3851,2,6.097683,6.097683,0.137157,0.137157
3851,3,-4.300841,-4.300841,-0.439570,-0.439570
3852,1,3.218279,3.218279,0.302413,0.302413
3852,2,6.104541,6.104541,0.137157,0.137157
3852,3,-4.322820,-4.322820,-0.439570,-0.439570
3853,1,3.233400,3.233400,0.302413,0.302413
3853,2,6.111399,6.111399,0.137157,0.137157
3853,3,-4.344798,-4.344798,-0.439570,-0.439570
3854,1,3.248520,3.248520,0.302413,0.302413
3854,2,6.118257,6.118257,0.137157,0.137157
3854,3,-4.366777,-4.366777,-0.439570,-0.439570
3855,1,3.263641,3.263641,0.302413,0.302413
3855,2,6.125114,6.125114,0.137157,0.137157
3855,3,-4.388755,-4.388755,-0.439570,-0.439570
3856,1,3.278762,3.278762,0.302413,0.302413
3856,2,6.131972,6.131972,0.137157,0.137157
3856,3,-4.410734,-4.410734,-0.439570,-0.439570
3857,1,3.293882,3.293882,0.302414,0.302414
3857,2,6.138830,6.138830,0.137156,0.137156
3857,3,-4.432712,-4.432712,-0.439570,-0.439570
3858,1,3.309003,3.309003,0.302414,0.302414
3858,2,6.145688,6.145688,0.137156,0.137156
3858,3,-4.454691,-4.454691,-0.439570,-0.439570
3859,1,3.324124,3.324124,0.302414,0.302414
3859,2,6.152546,6.152546,0.137156,0.137156
3859,3,-4.476669,-4.476669,-0.439570,-0.439570
3860,1,3.339244,3.339244,0.302414,0.302414
3860,2,6.159404,6.159404,0.137156,0.137156
3860,3,-4.498648,-4.498648,-0.439570,-0.439570
3861,1,3.354365,3.354365,0.302414,0.302414
3861,2,6.166261,6.166261,0.137156,0.137156
3861,3,-4.520626,-4.520626,-0.439570,-0.439570
3862,1,3.369486,3.369486,0.302414,0.302414
3862,2,6.173119,6.173119,0.137156,0.137156
3862,3,-4.542605,-4.542605,-0.439570,-0.439570
3863,1,3.384607,3.384607,0.302414,0.302414
3863,2,6.179977,6.179977,0.137155,0.137155
3863,3,-4.564583,-4.564583,-0.439570,-0.439570
3864,1,3.399727,3.399727,0.302414,0.302414
3864,2,6.186835,6.186835,0.137155,0.137155
3864,3,-4.586562,-4.586562,-0.439570,-0.439570
3865,1,3.414848,3.414848,0.302415,0.302415
3865,2,6.193692,6.193692,0.137155,0.137155
3865,3,-4.608540,-4.608540,-0.439570,-0.439570
3866,1,3.429969,3.429969,0.302415,0.302415
3866,2,6.200550,6.200550,0.137155,0.137155
3866,3,-4.630519,-4.630519,-0.439570,-0.439570
3867,1,3.445089,3.445089,0.302415,0.302415
3867,2,6.207408,6.207408,0.137155,0.137155
3867,3,-4.652497,-4.652497,-0.439570,-0.439570
3868,1,3.460210,3.460210,0.302415,0.302415
3868,2,6.214266,6.214266,0.137155,0.137155
3868,3,-4.674476,-4.674476,-0.439570,-0.439570
3869,1,3.475331,3.475331,0.302415,0.302415
3869,2,6.221123,6.221123,0.137155,0.137155
3869,3,-4.696454,-4.696454,-0.439570,-0.439570
3870,1,3.490452,3.490452,0.302415,0.302415
3870,2,6.227981,6.227981,0.137154,0.137154
3870,3,-4.718433,-4.718433,-0.439570,-0.439570
3871,1,3.505572,3.505572,0.302415,0.302415
3871,2,6.234839,6.234839,0.137154,0.137154
3871,3,-4.740411,-4.740411,-0.439570,-0.439570
3872,1,3.520693,3.520693,0.302416,0.302416
3872,2,6.241697,6.241697,0.137154,0.137154
3872,3,-4.762390,-4.762390,-0.439570,-0.439570
3873,1,3.535814,3.535814,0.302416,0.302416
3873,2,6.248554,6.248554,0.137154,0.137154
3873,3,-4.784368,-4.784368,-0.439570,-0.439570
3874,1,3.550935,3.550935,0.302416,0.302416
3874,2,6.255412,6.255412,0.137154,0.137154
3874,3,-4.806347,-4.806347,-0.439569,-0.439569
3875,1,3.566056,3.566056,0.302416,0.302416
3875,2,6.262270,6.262270,0.137153,0.137153
3875,3,-4.828325,-4.828325,-0.439569,-0.439569
3876,1,3.581176,3.581176,0.302416,0.302416
3876,2,6.269127,6.269127,0.137153,0.137153
3876,3,-4.850304,-4.850304,-0.439569,-0.439569
3877,1,3.596297,3.596297,0.302416,0.302416
3877,2,6.275985,6.275985,0.137153,0.137153
3877,3,-4.872282,-4.872282,-0.439569,-0.439569
3878,1,3.611418,3.611418,0.302416,0.302416
3878,2,6.282843,6.282843,0.137153,0.137153
3878,3,-4.894261,-4.894261,-0.439569,-0.439569
3879,1,3.626539,3.626539,0.302417,0.302417
3879,2,6.289700,6.289700,0.137153,0.137153
3879,3,-4.916239,-4.916239,-0.439569,-0.439569
3880,1,3.641660,3.641660,0.302417,0.302417
3880,2,6.296558,6.296558,0.137153,0.137153
3880,3,-4.938218,-4.938218,-0.439569,-0.439569
3881,1,3.656780,3.656780,0.302417,0.302417
3881,2,6.303416,6.303416,0.137152,0.137152
3881,3,-4.960196,-4.960196,-0.439569,-0.439569
3882,1,3.671901,3.671901,0.302417,0.302417
3882,2,6.310273,6.310273,0.137152,0.137152
3882,3,-4.982174,-4.982174,-0.439569,-0.439569
3883,1,3.687022,3.687022,0.302417,0.302417
3883,2,6.317131,6.317131,0.137152,0.137152
3883,3,-5.004153,-5.004153,-0.439569,-0.439569
3884,1,3.702143,3.702143,0.302417,0.302417
3884,2,6.323988,6.323988,0.137152,0.137152
3884,3,-5.026131,-5.026131,-0.439569,-0.439569
3885,1,3.717264,3.717264,0.302417,0.302417
3885,2,6.330846,6.330846,0.137152,0.137152
3885,3,-5.048110,-5.048110,-0.439569,-0.439569
3886,1,3.732385,3.732385,0.302418,0.302418
3886,2,6.337704,6.337704,0.137152,0.137152
3886,3,-5.070088,-5.070088,-0.439569,-0.439569
3887,1,3.747506,3.747506,0.302418,0.302418
3887,2,6.344561,6.344561,0.137151,0.137151
3887,3,-5.092067,-5.092067,-0.439569,-0.439569
3888,1,3.762627,3.762627,0.302418,0.302418
3888,2,6.351419,6.351419,0.137151,0.137151
3888,3,-5.114045,-5.114045,-0.439569,-0.439569
3889,1,3.777747,3.777747,0.302418,0.302418
3889,2,6.358276,6.358276,0.137151,0.137151
3889,3,-5.136024,-5.136024,-0.439569,-0.439569
3890,1,3.792868,3.792868,0.302418,0.302418
3890,2,6.365134,6.365134,0.137151,0.137151
3890,3,-5.158002,-5.158002,-0.439569,-0.439569
3891,1,3.807989,3.807989,0.302418,0.302418
3891,2,6.371991,6.371991,0.137151,0.137151
3891,3,-5.179981,-5.179981,-0.439569,-0.439569
3892,1,3.823110,3.823110,0.302419,0.302419
3892,2,6.378849,6.378849,0.137150,0.137150
3892,3,-5.201959,-5.201959,-0.439569,-0.439569
3893,1,3.838231,3.838231,0.302419,0.302419
3893,2,6.385706,6.385706,0.137150,0.137150
3893,3,-5.223938,-5.223938,-0.439569,-0.439569
3894,1,3.853352,3.853352,0.302419,0.302419
3894,2,6.392564,6.392564,0.137150,0.137150
3894,3,-5.245916,-5.245916,-0.439569,-0.439569
3895,1,3.868473,3.868473,0.302419,0.302419
3895,2,6.399421,6.399421,0.137150,0.137150
3895,3,-5.267894,-5.267894,-0.439569,-0.439569
3896,1,3.883594,3.883594,0.302419,0.302419
3896,2,6.406279,6.406279,0.137150,0.137150
3896,3,-5.289873,-5.289873,-0.439569,-0.439569
3897,1,3.898715,3.898715,0.302419,0.302419
3897,2,6.413136,6.413136,0.137149,0.137149
3897,3,-5.311851,-5.311851,-0.439569,-0.439569
3898,1,3.913836,3.913836,0.302420,0.302420
3898,2,6.419994,6.419994,0.137149,0.137149
3898,3,-5.333830,-5.333830,-0.439569,-0.439569
3899,1,3.928957,3.928957,0.302420,0.302420
3899,2,6.426851,6.426851,0.137149,0.137149
3899,3,-5.355808,-5.355808,-0.439569,-0.439569
3900,1,3.944078,3.944078,0.302420,0.302420
3900,2,6.433709,6.433709,0.137149,0.137149
3900,3,-5.377787,-5.377787,-0.439569,-0.439569
3901,1,3.959199,3.959199,0.302420,0.302420
3901,2,6.440566,6.440566,0.137149,0.137149
3901,3,-5.399765,-5.399765,-0.439569,-0.439569
3902,1,3.974320,3.974320,0.302420,0.302420
3902,2,6.447424,6.447424,0.137148,0.137148
3902,3,-5.421744,-5.421744,-0.439569,-0.439569
3903,1,3.989441,3.989441,0.302421,0.302421
3903,2,6.454281,6.454281,0.137148,0.137148
3903,3,-5.443722,-5.443722,-0.439569,-0.439569
3904,1,4.004562,4.004562,0.302421,0.302421
3904,2,6.461139,6.461139,0.137148,0.137148
3904,3,-5.465700,-5.465700,-0.439569,-0.439569
3905,1,4.019683,4.019683,0.302421,0.302421
3905,2,6.467996,6.467996,0.137148,0.137148
3905,3,-5.487679,-5.487679,-0.439569,-0.439569
3906,1,4.034804,4.034804,0.302421,0.302421
3906,2,6.474853,6.474853,0.137148,0.137148
3906,3,-5.509657,-5.509657,-0.439569,-0.439569
3907,1,4.049925,4.049925,0.302421,0.302421
3907,2,6.481711,6.481711,0.137147,0.137147
3907,3,-5.531636,-5.531636,-0.439569,-0.439569
3908,1,4.065046,4.065046,0.302421,0.302421
3908,2,6.488568,6.488568,0.137147,0.137147
3908,3,-5.553614,-5.553614,-0.439569,-0.439569
3909,1,4.080167,4.080167,0.302422,0.302422
3909,2,6.495425,6.495425,0.137147,0.137147
