Cycle,Body,x,y,vx,vy
359,2,2.002852,2.002852,0.000320,0.000320
359,3,2.995779,2.995779,-0.000473,-0.000473
360,1,0.001377,0.001377,0.000153,0.000153
360,2,2.002868,2.002868,0.000321,0.000321
360,3,2.995755,2.995755,-0.000474,-0.000474
361,1,0.001384,0.001384,0.000154,0.000154
361,2,2.002884,2.002884,0.000322,0.000322
361,3,2.995731,2.995731,-0.000475,-0.000475
362,1,0.001392,0.001392,0.000154,0.000154
362,2,2.002900,2.002900,0.000322,0.000322
362,3,2.995708,2.995708,-0.000477,-0.000477
363,1,0.001400,0.001400,0.000155,0.000155
363,2,2.002917,2.002917,0.000323,0.000323
363,3,2.995684,2.995684,-0.000478,-0.000478
364,1,0.001407,0.001407,0.000155,0.000155
364,2,2.002933,2.002933,0.000324,0.000324
364,3,2.995660,2.995660,-0.000479,-0.000479
365,1,0.001415,0.001415,0.000156,0.000156
365,2,2.002949,2.002949,0.000325,0.000325
365,3,2.995636,2.995636,-0.000481,-0.000481
366,1,0.001423,0.001423,0.000156,0.000156
366,2,2.002965,2.002965,0.000326,0.000326
366,3,2.995612,2.995612,-0.000482,-0.000482
367,1,0.001431,0.001431,0.000156,0.000156
367,2,2.002981,2.002981,0.000327,0.000327
367,3,2.995588,2.995588,-0.000483,-0.000483
368,1,0.001439,0.001439,0.000157,0.000157
368,2,2.002998,2.002998,0.000328,0.000328
368,3,2.995564,2.995564,-0.000485,-0.000485
369,1,0.001446,0.001446,0.000157,0.000157
369,2,2.003014,2.003014,0.000329,0.000329
369,3,2.995539,2.995539,-0.000486,-0.000486
370,1,0.001454,0.001454,0.000158,0.000158
370,2,2.003031,2.003031,0.000330,0.000330
370,3,2.995515,2.995515,-0.000487,-0.000487
371,1,0.001462,0.001462,0.000158,0.000158
371,2,2.003047,2.003047,0.000331,0.000331
371,3,2.995491,2.995491,-0.000489,-0.000489
372,1,0.001470,0.001470,0.000159,0.000159
372,2,2.003064,2.003064,0.000331,0.000331
372,3,2.995466,2.995466,-0.000490,-0.000490
373,1,0.001478,0.001478,0.000159,0.000159
373,2,2.003080,2.003080,0.000332,0.000332
373,3,2.995442,2.995442,-0.000491,-0.000491
374,1,0.001486,0.001486,0.000159,0.000159
374,2,2.003097,2.003097,0.000333,0.000333
374,3,2.995417,2.995417,-0.000493,-0.000493
375,1,0.001494,0.001494,0.000160,0.000160
375,2,2.003114,2.003114,0.000334,0.000334
375,3,2.995393,2.995393,-0.000494,-0.000494
376,1,0.001502,0.001502,0.000160,0.000160
376,2,2.003130,2.003130,0.000335,0.000335
376,3,2.995368,2.995368,-0.000495,-0.000495
377,1,0.001510,0.001510,0.000161,0.000161
377,2,2.003147,2.003147,0.000336,0.000336
377,3,2.995343,2.995343,-0.000497,-0.000497
378,1,0.001518,0.001518,0.000161,0.000161
378,2,2.003164,2.003164,0.000337,0.000337
378,3,2.995318,2.995318,-0.000498,-0.000498
379,1,0.001526,0.001526,0.000161,0.000161
379,2,2.003181,2.003181,0.000338,0.000338
379,3,2.995293,2.995293,-0.000499,-0.000499
380,1,0.001534,0.001534,0.000162,0.000162
380,2,2.003197,2.003197,0.000339,0.000339
380,3,2.995268,2.995268,-0.000501,-0.000501
381,1,0.001542,0.001542,0.000162,0.000162
381,2,2.003214,2.003214,0.000340,0.000340
381,3,2.995243,2.995243,-0.000502,-0.000502
382,1,0.001550,0.001550,0.000163,0.000163
382,2,2.003231,2.003231,0.000341,0.000341
382,3,2.995218,2.995218,-0.000503,-0.000503
383,1,0.001558,0.001558,0.000163,0.000163
383,2,2.003248,2.003248,0.000341,0.000341
383,3,2.995193,2.995193,-0.000505,-0.000505
384,1,0.001567,0.001567,0.000164,0.000164
384,2,2.003266,2.003266,0.000342,0.000342
384,3,2.995168,2.995168,-0.000506,-0.000506
385,1,0.001575,0.001575,0.000164,0.000164
385,2,2.003283,2.003283,0.000343,0.000343
385,3,2.995143,2.995143,-0.000507,-0.000507
386,1,0.001583,0.001583,0.000164,0.000164
386,2,2.003300,2.003300,0.000344,0.000344
386,3,2.995117,2.995117,-0.000509,-0.000509
387,1,0.001591,0.001591,0.000165,0.000165
387,2,2.003317,2.003317,0.000345,0.000345
387,3,2.995092,2.995092,-0.000510,-0.000510
388,1,0.001599,0.001599,0.000165,0.000165
388,2,2.003334,2.003334,0.000346,0.000346
388,3,2.995066,2.995066,-0.000511,-0.000511
389,1,0.001608,0.001608,0.000166,0.000166
389,2,2.003352,2.003352,0.000347,0.000347
389,3,2.995041,2.995041,-0.000513,-0.000513
390,1,0.001616,0.001616,0.000166,0.000166
390,2,2.003369,2.003369,0.000348,0.000348
390,3,2.995015,2.995015,-0.000514,-0.000514
391,1,0.001624,0.001624,0.000167,0.000167
391,2,2.003386,2.003386,0.000349,0.000349
391,3,2.994989,2.994989,-0.000515,-0.000515
392,1,0.001633,0.001633,0.000167,0.000167
392,2,2.003404,2.003404,0.000350,0.000350
392,3,2.994964,2.994964,-0.000517,-0.000517
393,1,0.001641,0.001641,0.000167,0.000167
393,2,2.003421,2.003421,0.000350,0.000350
393,3,2.994938,2.994938,-0.000518,-0.000518
394,1,0.001649,0.001649,0.000168,0.000168
394,2,2.003439,2.003439,0.000351,0.000351
394,3,2.994912,2.994912,-0.000519,-0.000519
395,1,0.001658,0.001658,0.000168,0.000168
395,2,2.003456,2.003456,0.000352,0.000352
395,3,2.994886,2.994886,-0.000521,-0.000521
396,1,0.001666,0.001666,0.000169,0.000169
396,2,2.003474,2.003474,0.000353,0.000353
396,3,2.994860,2.994860,-0.000522,-0.000522
397,1,0.001675,0.001675,0.000169,0.000169
397,2,2.003492,2.003492,0.000354,0.000354
397,3,2.994834,2.994834,-0.000523,-0.000523
398,1,0.001683,0.001683,0.000170,0.000170
398,2,2.003509,2.003509,0.000355,0.000355
398,3,2.994808,2.994808,-0.000525,-0.000525
399,1,0.001692,0.001692,0.000170,0.000170
399,2,2.003527,2.003527,0.000356,0.000356
399,3,2.994781,2.994781,-0.000526,-0.000526
400,1,0.001700,0.001700,0.000170,0.000170
400,2,2.003545,2.003545,0.000357,0.000357
400,3,2.994755,2.994755,-0.000527,-0.000527
401,1,0.001709,0.001709,0.000171,0.000171
401,2,2.003563,2.003563,0.000358,0.000358
401,3,2.994729,2.994729,-0.000529,-0.000529
402,1,0.001717,0.001717,0.000171,0.000171
402,2,2.003581,2.003581,0.000359,0.000359
402,3,2.994702,2.994702,-0.000530,-0.000530
403,1,0.001726,0.001726,0.000172,0.000172
403,2,2.003598,2.003598,0.000360,0.000360
403,3,2.994676,2.994676,-0.000531,-0.000531
404,1,0.001734,0.001734,0.000172,0.000172
404,2,2.003616,2.003616,0.000360,0.000360
404,3,2.994649,2.994649,-0.000533,-0.000533
405,1,0.001743,0.001743,0.000173,0.000173
405,2,2.003634,2.003634,0.000361,0.000361
405,3,2.994623,2.994623,-0.000534,-0.000534
406,1,0.001751,0.001751,0.000173,0.000173
406,2,2.003653,2.003653,0.000362,0.000362
406,3,2.994596,2.994596,-0.000535,-0.000535
407,1,0.001760,0.001760,0.000173,0.000173
407,2,2.003671,2.003671,0.000363,0.000363
407,3,2.994569,2.994569,-0.000537,-0.000537
408,1,0.001769,0.001769,0.000174,0.000174
408,2,2.003689,2.003689,0.000364,0.000364
408,3,2.994542,2.994542,-0.000538,-0.000538
409,1,0.001777,0.001777,0.000174,0.000174
409,2,2.003707,2.003707,0.000365,0.000365
409,3,2.994516,2.994516,-0.000539,-0.000539
410,1,0.001786,0.001786,0.000175,0.000175
410,2,2.003725,2.003725,0.000366,0.000366
410,3,2.994489,2.994489,-0.000541,-0.000541
411,1,0.001795,0.001795,0.000175,0.000175
411,2,2.003744,2.003744,0.000367,0.000367
411,3,2.994462,2.994462,-0.000542,-0.000542
412,1,0.001804,0.001804,0.000176,0.000176
412,2,2.003762,2.003762,0.000368,0.000368
412,3,2.994434,2.994434,-0.000543,-0.000543
413,1,0.001812,0.001812,0.000176,0.000176
413,2,2.003780,2.003780,0.000369,0.000369
413,3,2.994407,2.994407,-0.000545,-0.000545
414,1,0.001821,0.001821,0.000176,0.000176
414,2,2.003799,2.003799,0.000370,0.000370
414,3,2.994380,2.994380,-0.000546,-0.000546
415,1,0.001830,0.001830,0.000177,0.000177
415,2,2.003817,2.003817,0.000370,0.000370
415,3,2.994353,2.994353,-0.000547,-0.000547
416,1,0.001839,0.001839,0.000177,0.000177
416,2,2.003836,2.003836,0.000371,0.000371
416,3,2.994325,2.994325,-0.000549,-0.000549
417,1,0.001848,0.001848,0.000178,0.000178
417,2,2.003854,2.003854,0.000372,0.000372
417,3,2.994298,2.994298,-0.000550,-0.000550
418,1,0.001857,0.001857,0.000178,0.000178
418,2,2.003873,2.003873,0.000373,0.000373
418,3,2.994270,2.994270,-0.000551,-0.000551
419,1,0.001866,0.001866,0.000179,0.000179
419,2,2.003892,2.003892,0.000374,0.000374
419,3,2.994243,2.994243,-0.000553,-0.000553
420,1,0.001875,0.001875,0.000179,0.000179
420,2,2.003910,2.003910,0.000375,0.000375
420,3,2.994215,2.994215,-0.000554,-0.000554
421,1,0.001883,0.001883,0.000179,0.000179
421,2,2.003929,2.003929,0.000376,0.000376
421,3,2.994188,2.994188,-0.000555,-0.000555
422,1,0.001892,0.001892,0.000180,0.000180
422,2,2.003948,2.003948,0.000377,0.000377
422,3,2.994160,2.994160,-0.000557,-0.000557
423,1,0.001901,0.001901,0.000180,0.000180
423,2,2.003967,2.003967,0.000378,0.000378
423,3,2.994132,2.994132,-0.000558,-0.000558
424,1,0.001910,0.001910,0.000181,0.000181
424,2,2.003985,2.003985,0.000379,0.000379
424,3,2.994104,2.994104,-0.000559,-0.000559
425,1,0.001919,0.001919,0.000181,0.000181
425,2,2.004004,2.004004,0.000379,0.000379
425,3,2.994076,2.994076,-0.000561,-0.000561
426,1,0.001929,0.001929,0.000182,0.000182
426,2,2.004023,2.004023,0.000380,0.000380
426,3,2.994048,2.994048,-0.000562,-0.000562
427,1,0.001938,0.001938,0.000182,0.000182
427,2,2.004042,2.004042,0.000381,0.000381
427,3,2.994020,2.994020,-0.000563,-0.000563
428,1,0.001947,0.001947,0.000182,0.000182
428,2,2.004061,2.004061,0.000382,0.000382
428,3,2.993992,2.993992,-0.000565,-0.000565
429,1,0.001956,0.001956,0.000183,0.000183
429,2,2.004081,2.004081,0.000383,0.000383
429,3,2.993964,2.993964,-0.000566,-0.000566
430,1,0.001965,0.001965,0.000183,0.000183
430,2,2.004100,2.004100,0.000384,0.000384
430,3,2.993935,2.993935,-0.000567,-0.000567
431,1,0.001974,0.001974,0.000184,0.000184
431,2,2.004119,2.004119,0.000385,0.000385
431,3,2.993907,2.993907,-0.000569,-0.000569
432,1,0.001983,0.001983,0.000184,0.000184
432,2,2.004138,2.004138,0.000386,0.000386
432,3,2.993879,2.993879,-0.000570,-0.000570
433,1,0.001992,0.001992,0.000184,0.000184
433,2,2.004157,2.004157,0.000387,0.000387
433,3,2.993850,2.993850,-0.000571,-0.000571
434,1,0.002002,0.002002,0.000185,0.000185
434,2,2.004177,2.004177,0.000388,0.000388
434,3,2.993821,2.993821,-0.000573,-0.000573
435,1,0.002011,0.002011,0.000185,0.000185
435,2,2.004196,2.004196,0.000389,0.000389
435,3,2.993793,2.993793,-0.000574,-0.000574
436,1,0.002020,0.002020,0.000186,0.000186
436,2,2.004216,2.004216,0.000390,0.000390
436,3,2.993764,2.993764,-0.000575,-0.000575
437,1,0.002030,0.002030,0.000186,0.000186
437,2,2.004235,2.004235,0.000390,0.000390
437,3,2.993735,2.993735,-0.000577,-0.000577
438,1,0.002039,0.002039,0.000187,0.000187
438,2,2.004255,2.004255,0.000391,0.000391
438,3,2.993707,2.993707,-0.000578,-0.000578
439,1,0.002048,0.002048,0.000187,0.000187
439,2,2.004274,2.004274,0.000392,0.000392
439,3,2.993678,2.993678,-0.000579,-0.000579
440,1,0.002058,0.002058,0.000187,0.000187
440,2,2.004294,2.004294,0.000393,0.000393
440,3,2.993649,2.993649,-0.000581,-0.000581
441,1,0.002067,0.002067,0.000188,0.000188
441,2,2.004313,2.004313,0.000394,0.000394
441,3,2.993620,2.993620,-0.000582,-0.000582
442,1,0.002076,0.002076,0.000188,0.000188
442,2,2.004333,2.004333,0.000395,0.000395
442,3,2.993591,2.993591,-0.000583,-0.000583
443,1,0.002086,0.002086,0.000189,0.000189
443,2,2.004353,2.004353,0.000396,0.000396
443,3,2.993561,2.993561,-0.000585,-0.000585
444,1,0.002095,0.002095,0.000189,0.000189
444,2,2.004373,2.004373,0.000397,0.000397
444,3,2.993532,2.993532,-0.000586,-0.000586
445,1,0.002105,0.002105,0.000190,0.000190
445,2,2.004393,2.004393,0.000398,0.000398
445,3,2.993503,2.993503,-0.000587,-0.000587
446,1,0.002114,0.002114,0.000190,0.000190
446,2,2.004412,2.004412,0.000399,0.000399
446,3,2.993474,2.993474,-0.000589,-0.000589
447,1,0.002124,0.002124,0.000190,0.000190
447,2,2.004432,2.004432,0.000400,0.000400
447,3,2.993444,2.993444,-0.000590,-0.000590
448,1,0.002133,0.002133,0.000191,0.000191
448,2,2.004452,2.004452,0.000400,0.000400
448,3,2.993415,2.993415,-0.000591,-0.000591
449,1,0.002143,0.002143,0.000191,0.000191
449,2,2.004472,2.004472,0.000401,0.000401
449,3,2.993385,2.993385,-0.000593,-0.000593
450,1,0.002152,0.002152,0.000192,0.000192
450,2,2.004492,2.004492,0.000402,0.000402
450,3,2.993355,2.993355,-0.000594,-0.000594
451,1,0.002162,0.002162,0.000192,0.000192
451,2,2.004513,2.004513,0.000403,0.000403
451,3,2.993326,2.993326,-0.000595,-0.000595
452,1,0.002171,0.002171,0.000193,0.000193
452,2,2.004533,2.004533,0.000404,0.000404
452,3,2.993296,2.993296,-0.000597,-0.000597
453,1,0.002181,0.002181,0.000193,0.000193
453,2,2.004553,2.004553,0.000405,0.000405
453,3,2.993266,2.993266,-0.000598,-0.000598
454,1,0.002191,0.002191,0.000193,0.000193
454,2,2.004573,2.004573,0.000406,0.000406
454,3,2.993236,2.993236,-0.000599,-0.000599
455,1,0.002200,0.002200,0.000194,0.000194
455,2,2.004593,2.004593,0.000407,0.000407
455,3,2.993206,2.993206,-0.000601,-0.000601
456,1,0.002210,0.002210,0.000194,0.000194
456,2,2.004614,2.004614,0.000408,0.000408
456,3,2.993176,2.993176,-0.000602,-0.000602
457,1,0.002220,0.002220,0.000195,0.000195
457,2,2.004634,2.004634,0.000409,0.000409
457,3,2.993146,2.993146,-0.000603,-0.000603
458,1,0.002230,0.002230,0.000195,0.000195
458,2,2.004655,2.004655,0.000410,0.000410
458,3,2.993116,2.993116,-0.000605,-0.000605
459,1,0.002239,0.002239,0.000196,0.000196
459,2,2.004675,2.004675,0.000410,0.000410
459,3,2.993086,2.993086,-0.000606,-0.000606
460,1,0.002249,0.002249,0.000196,0.000196
460,2,2.004696,2.004696,0.000411,0.000411
460,3,2.993055,2.993055,-0.000607,-0.000607
461,1,0.002259,0.002259,0.000196,0.000196
461,2,2.004716,2.004716,0.000412,0.000412
461,3,2.993025,2.993025,-0.000609,-0.000609
462,1,0.002269,0.002269,0.000197,0.000197
462,2,2.004737,2.004737,0.000413,0.000413
462,3,2.992995,2.992995,-0.000610,-0.000610
463,1,0.002279,0.002279,0.000197,0.000197
463,2,2.004757,2.004757,0.000414,0.000414
463,3,2.992964,2.992964,-0.000611,-0.000611
464,1,0.002288,0.002288,0.000198,0.000198
464,2,2.004778,2.004778,0.000415,0.000415
464,3,2.992933,2.992933,-0.000613,-0.000613
465,1,0.002298,0.002298,0.000198,0.000198
465,2,2.004799,2.004799,0.000416,0.000416
465,3,2.992903,2.992903,-0.000614,-0.000614
466,1,0.002308,0.002308,0.000199,0.000199
466,2,2.004820,2.004820,0.000417,0.000417
466,3,2.992872,2.992872,-0.000615,-0.000615
467,1,0.002318,0.002318,0.000199,0.000199
467,2,2.004841,2.004841,0.000418,0.000418
467,3,2.992841,2.992841,-0.000617,-0.000617
468,1,0.002328,0.002328,0.000199,0.000199
468,2,2.004861,2.004861,0.000419,0.000419
468,3,2.992811,2.992811,-0.000618,-0.000618
469,1,0.002338,0.002338,0.000200,0.000200
469,2,2.004882,2.004882,0.000420,0.000420
469,3,2.992780,2.992780,-0.000619,-0.000619
470,1,0.002348,0.002348,0.000200,0.000200
470,2,2.004903,2.004903,0.000421,0.000421
470,3,2.992749,2.992749,-0.000621,-0.000621
471,1,0.002358,0.002358,0.000201,0.000201
471,2,2.004924,2.004924,0.000421,0.000421
471,3,2.992718,2.992718,-0.000622,-0.000622
472,1,0.002368,0.002368,0.000201,0.000201
472,2,2.004945,2.004945,0.000422,0.000422
472,3,2.992686,2.992686,-0.000623,-0.000623
473,1,0.002378,0.002378,0.000202,0.000202
473,2,2.004967,2.004967,0.000423,0.000423
473,3,2.992655,2.992655,-0.000625,-0.000625
474,1,0.002388,0.002388,0.000202,0.000202
474,2,2.004988,2.004988,0.000424,0.000424
474,3,2.992624,2.992624,-0.000626,-0.000626
475,1,0.002398,0.002398,0.000202,0.000202
475,2,2.005009,2.005009,0.000425,0.000425
475,3,2.992593,2.992593,-0.000628,-0.000628
476,1,0.002408,0.002408,0.000203,0.000203
476,2,2.005030,2.005030,0.000426,0.000426
476,3,2.992561,2.992561,-0.000629,-0.000629
477,1,0.002419,0.002419,0.000203,0.000203
477,2,2.005052,2.005052,0.000427,0.000427
477,3,2.992530,2.992530,-0.000630,-0.000630
478,1,0.002429,0.002429,0.000204,0.000204
478,2,2.005073,2.005073,0.000428,0.000428
478,3,2.992498,2.992498,-0.000632,-0.000632
479,1,0.002439,0.002439,0.000204,0.000204
479,2,2.005094,2.005094,0.000429,0.000429
479,3,2.992467,2.992467,-0.000633,-0.000633
480,1,0.002449,0.002449,0.000205,0.000205
480,2,2.005116,2.005116,0.000430,0.000430
480,3,2.992435,2.992435,-0.000634,-0.000634
481,1,0.002459,0.002459,0.000205,0.000205
481,2,2.005137,2.005137,0.000431,0.000431
481,3,2.992404,2.992404,-0.000636,-0.000636
482,1,0.002470,0.002470,0.000205,0.000205
482,2,2.005159,2.005159,0.000432,0.000432
482,3,2.992372,2.992372,-0.000637,-0.000637
483,1,0.002480,0.002480,0.000206,0.000206
483,2,2.005180,2.005180,0.000432,0.000432
483,3,2.992340,2.992340,-0.000638,-0.000638
484,1,0.002490,0.002490,0.000206,0.000206
484,2,2.005202,2.005202,0.000433,0.000433
484,3,2.992308,2.992308,-0.000640,-0.000640
485,1,0.002500,0.002500,0.000207,0.000207
485,2,2.005224,2.005224,0.000434,0.000434
485,3,2.992276,2.992276,-0.000641,-0.000641
486,1,0.002511,0.002511,0.000207,0.000207
486,2,2.005245,2.005245,0.000435,0.000435
486,3,2.992244,2.992244,-0.000642,-0.000642
487,1,0.002521,0.002521,0.000208,0.000208
487,2,2.005267,2.005267,0.000436,0.000436
487,3,2.992212,2.992212,-0.000644,-0.000644
488,1,0.002531,0.002531,0.000208,0.000208
488,2,2.005289,2.005289,0.000437,0.000437
488,3,2.992180,2.992180,-0.000645,-0.000645
489,1,0.002542,0.002542,0.000208,0.000208
489,2,2.005311,2.005311,0.000438,0.000438
489,3,2.992147,2.992147,-0.000646,-0.000646
490,1,0.002552,0.002552,0.000209,0.000209
490,2,2.005333,2.005333,0.000439,0.000439
490,3,2.992115,2.992115,-0.000648,-0.000648
491,1,0.002563,0.002563,0.000209,0.000209
491,2,2.005355,2.005355,0.000440,0.000440
491,3,2.992083,2.992083,-0.000649,-0.000649
492,1,0.002573,0.002573,0.000210,0.000210
492,2,2.005377,2.005377,0.000441,0.000441
492,3,2.992050,2.992050,-0.000650,-0.000650
493,1,0.002584,0.002584,0.000210,0.000210
493,2,2.005399,2.005399,0.000442,0.000442
493,3,2.992018,2.992018,-0.000652,-0.000652
494,1,0.002594,0.002594,0.000210,0.000210
494,2,2.005421,2.005421,0.000443,0.000443
494,3,2.991985,2.991985,-0.000653,-0.000653
495,1,0.002605,0.002605,0.000211,0.000211
495,2,2.005443,2.005443,0.000443,0.000443
495,3,2.991953,2.991953,-0.000654,-0.000654
496,1,0.002615,0.002615,0.000211,0.000211
496,2,2.005465,2.005465,0.000444,0.000444
496,3,2.991920,2.991920,-0.000656,-0.000656
497,1,0.002626,0.002626,0.000212,0.000212
497,2,2.005487,2.005487,0.000445,0.000445
497,3,2.991887,2.991887,-0.000657,-0.000657
498,1,0.002636,0.002636,0.000212,0.000212
498,2,2.005509,2.005509,0.000446,0.000446
498,3,2.991854,2.991854,-0.000658,-0.000658
499,1,0.002647,0.002647,0.000213,0.000213
499,2,2.005532,2.005532,0.000447,0.000447
499,3,2.991821,2.991821,-0.000660,-0.000660
500,1,0.002658,0.002658,0.000213,0.000213
500,2,2.005554,2.005554,0.000448,0.000448
500,3,2.991788,2.991788,-0.000661,-0.000661
501,1,0.002668,0.002668,0.000213,0.000213
501,2,2.005576,2.005576,0.000449,0.000449
501,3,2.991755,2.991755,-0.000662,-0.000662
502,1,0.002679,0.002679,0.000214,0.000214
502,2,2.005599,2.005599,0.000450,0.000450
502,3,2.991722,2.991722,-0.000664,-0.000664
503,1,0.002690,0.002690,0.000214,0.000214
503,2,2.005621,2.005621,0.000451,0.000451
503,3,2.991689,2.991689,-0.000665,-0.000665
504,1,0.002700,0.002700,0.000215,0.000215
504,2,2.005644,2.005644,0.000452,0.000452
504,3,2.991656,2.991656,-0.000666,-0.000666
505,1,0.002711,0.002711,0.000215,0.000215
505,2,2.005667,2.005667,0.000453,0.000453
505,3,2.991622,2.991622,-0.000668,-0.000668
506,1,0.002722,0.002722,0.000216,0.000216
506,2,2.005689,2.005689,0.000454,0.000454
506,3,2.991589,2.991589,-0.000669,-0.000669
507,1,0.002733,0.002733,0.000216,0.000216
507,2,2.005712,2.005712,0.000454,0.000454
507,3,2.991555,2.991555,-0.000671,-0.000671
508,1,0.002743,0.002743,0.000216,0.000216
508,2,2.005735,2.005735,0.000455,0.000455
508,3,2.991522,2.991522,-0.000672,-0.000672
509,1,0.002754,0.002754,0.000217,0.000217
509,2,2.005757,2.005757,0.000456,0.000456
509,3,2.991488,2.991488,-0.000673,-0.000673
510,1,0.002765,0.002765,0.000217,0.000217
510,2,2.005780,2.005780,0.000457,0.000457
510,3,2.991455,2.991455,-0.000675,-0.000675
511,1,0.002776,0.002776,0.000218,0.000218
511,2,2.005803,2.005803,0.000458,0.000458
511,3,2.991421,2.991421,-0.000676,-0.000676
512,1,0.002787,0.002787,0.000218,0.000218
512,2,2.005826,2.005826,0.000459,0.000459
512,3,2.991387,2.991387,-0.000677,-0.000677
513,1,0.002798,0.002798,0.000219,0.000219
513,2,2.005849,2.005849,0.000460,0.000460
513,3,2.991353,2.991353,-0.000679,-0.000679
514,1,0.002809,0.002809,0.000219,0.000219
514,2,2.005872,2.005872,0.000461,0.000461
514,3,2.991319,2.991319,-0.000680,-0.000680
515,1,0.002820,0.002820,0.000219,0.000219
515,2,2.005895,2.005895,0.000462,0.000462
515,3,2.991285,2.991285,-0.000681,-0.000681
516,1,0.002831,0.002831,0.000220,0.000220
516,2,2.005918,2.005918,0.000463,0.000463
516,3,2.991251,2.991251,-0.000683,-0.000683
517,1,0.002842,0.002842,0.000220,0.000220
517,2,2.005941,2.005941,0.000464,0.000464
517,3,2.991217,2.991217,-0.000684,-0.000684
518,1,0.002853,0.002853,0.000221,0.000221
518,2,2.005964,2.005964,0.000465,0.000465
518,3,2.991183,2.991183,-0.000685,-0.000685
519,1,0.002864,0.002864,0.000221,0.000221
519,2,2.005988,2.005988,0.000466,0.000466
519,3,2.991149,2.991149,-0.000687,-0.000687
520,1,0.002875,0.002875,0.000222,0.000222
520,2,2.006011,2.006011,0.000466,0.000466
520,3,2.991114,2.991114,-0.000688,-0.000688
521,1,0.002886,0.002886,0.000222,0.000222
521,2,2.006034,2.006034,0.000467,0.000467
521,3,2.991080,2.991080,-0.000689,-0.000689
522,1,0.002897,0.002897,0.000222,0.000222
522,2,2.006058,2.006058,0.000468,0.000468
522,3,2.991046,2.991046,-0.000691,-0.000691
523,1,0.002908,0.002908,0.000223,0.000223
523,2,2.006081,2.006081,0.000469,0.000469
523,3,2.991011,2.991011,-0.000692,-0.000692
524,1,0.002919,0.002919,0.000223,0.000223
524,2,2.006104,2.006104,0.000470,0.000470
524,3,2.990976,2.990976,-0.000693,-0.000693
525,1,0.002930,0.002930,0.000224,0.000224
525,2,2.006128,2.006128,0.000471,0.000471
525,3,2.990942,2.990942,-0.000695,-0.000695
526,1,0.002942,0.002942,0.000224,0.000224
526,2,2.006151,2.006151,0.000472,0.000472
526,3,2.990907,2.990907,-0.000696,-0.000696
527,1,0.002953,0.002953,0.000225,0.000225
527,2,2.006175,2.006175,0.000473,0.000473
527,3,2.990872,2.990872,-0.000697,-0.000697
528,1,0.002964,0.002964,0.000225,0.000225
528,2,2.006199,2.006199,0.000474,0.000474
528,3,2.990837,2.990837,-0.000699,-0.000699
529,1,0.002975,0.002975,0.000225,0.000225
529,2,2.006222,2.006222,0.000475,0.000475
529,3,2.990802,2.990802,-0.000700,-0.000700
530,1,0.002987,0.002987,0.000226,0.000226
530,2,2.006246,2.006246,0.000476,0.000476
530,3,2.990767,2.990767,-0.000701,-0.000701
531,1,0.002998,0.002998,0.000226,0.000226
531,2,2.006270,2.006270,0.000477,0.000477
531,3,2.990732,2.990732,-0.000703,-0.000703
532,1,0.003009,0.003009,0.000227,0.000227
532,2,2.006294,2.006294,0.000478,0.000478
532,3,2.990697,2.990697,-0.000704,-0.000704
533,1,0.003020,0.003020,0.000227,0.000227
533,2,2.006318,2.006318,0.000478,0.000478
533,3,2.990662,2.990662,-0.000706,-0.000706
534,1,0.003032,0.003032,0.000228,0.000228
534,2,2.006342,2.006342,0.000479,0.000479
534,3,2.990627,2.990627,-0.000707,-0.000707
535,1,0.003043,0.003043,0.000228,0.000228
535,2,2.006366,2.006366,0.000480,0.000480
535,3,2.990591,2.990591,-0.000708,-0.000708
536,1,0.003055,0.003055,0.000228,0.000228
536,2,2.006390,2.006390,0.000481,0.000481
536,3,2.990556,2.990556,-0.000710,-0.000710
537,1,0.003066,0.003066,0.000229,0.000229
537,2,2.006414,2.006414,0.000482,0.000482
537,3,2.990520,2.990520,-0.000711,-0.000711
538,1,0.003077,0.003077,0.000229,0.000229
538,2,2.006438,2.006438,0.000483,0.000483
538,3,2.990485,2.990485,-0.000712,-0.000712
539,1,0.003089,0.003089,0.000230,0.000230
539,2,2.006462,2.006462,0.000484,0.000484
539,3,2.990449,2.990449,-0.000714,-0.000714
540,1,0.003100,0.003100,0.000230,0.000230
540,2,2.006486,2.006486,0.000485,0.000485
540,3,2.990414,2.990414,-0.000715,-0.000715
541,1,0.003112,0.003112,0.000231,0.000231
541,2,2.006510,2.006510,0.000486,0.000486
541,3,2.990378,2.990378,-0.000716,-0.000716
542,1,0.003123,0.003123,0.000231,0.000231
542,2,2.006535,2.006535,0.000487,0.000487
542,3,2.990342,2.990342,-0.000718,-0.000718
543,1,0.003135,0.003135,0.000231,0.000231
543,2,2.006559,2.006559,0.000488,0.000488
543,3,2.990306,2.990306,-0.000719,-0.000719
544,1,0.003147,0.003147,0.000232,0.000232
544,2,2.006583,2.006583,0.000489,0.000489
544,3,2.990270,2.990270,-0.000720,-0.000720
545,1,0.003158,0.003158,0.000232,0.000232
545,2,2.006608,2.006608,0.000490,0.000490
545,3,2.990234,2.990234,-0.000722,-0.000722
546,1,0.003170,0.003170,0.000233,0.000233
546,2,2.006632,2.006632,0.000490,0.000490
546,3,2.990198,2.990198,-0.000723,-0.000723
547,1,0.003181,0.003181,0.000233,0.000233
547,2,2.006657,2.006657,0.000491,0.000491
547,3,2.990162,2.990162,-0.000724,-0.000724
